review_id,review_text,sentiment_hint
1512,Speakers are loud and clear. Display feels dim under sunlight. Battery heats up during gaming sessions.,Positive
1513,Charging is slow compared to competitors. The back panel attracts fingerprints easily. Smooth display experience because of high refresh rate.,Negative
1514,Smooth display experience because of high refresh rate. Audio output is weak and lacks bass.,Negative
1515,Phone lags when running heavy apps.,Positive
1516,The camera performs exceptionally well in daylight. Multitasking works flawlessly. Battery backup is solid and lasts all day.,Neutral
1517,Battery backup is solid and lasts all day.,Negative
1518,"Camera quality is mediocre, especially indoors. Phone lags when running heavy apps. Charging is slow compared to competitors.",Neutral
1519,Colors on the screen look washed out. Feels slightly bulky in hand. Performance is super smooth with no lag.,Neutral
1520,"Camera quality is mediocre, especially indoors. Feels slightly bulky in hand.",Negative
1521,"Camera quality is mediocre, especially indoors. Phone design is sleek and comfortable to hold. Speakers are loud and clear.",Neutral
1522,Sound crackles at high volume. The display is bright and vibrant. Camera tends to overexpose images sometimes.,Positive
1523,Call quality is excellent. Battery drains faster than expected. The camera performs exceptionally well in daylight.,Positive
1524,Sound crackles at high volume. The camera performs exceptionally well in daylight. Battery backup is solid and lasts all day.,Neutral
1525,Battery heats up during gaming sessions. The display is bright and vibrant. Build quality feels premium and sturdy.,Neutral
1526,Night mode camera shots look impressive. Colors on the screen look washed out. Gaming performance is average.,Positive
1527,Phone lags when running heavy apps.,Negative
1528,"Camera quality is mediocre, especially indoors. Display feels dim under sunlight. Call quality is excellent.",Positive
1529,Speakers are loud and clear.,Negative
1530,Speakers are loud and clear. Battery heats up during gaming sessions. The back panel attracts fingerprints easily.,Negative
1531,Multitasking works flawlessly. Battery drains faster than expected. Audio output is weak and lacks bass.,Positive
1532,Battery heats up during gaming sessions. The display is bright and vibrant.,Negative
1533,Battery heats up during gaming sessions. Speakers are loud and clear.,Positive
1534,Charging is slow compared to competitors.,Neutral
1535,Gaming performance is average. Battery heats up during gaming sessions. Speakers are loud and clear.,Positive
1536,Display feels dim under sunlight. Camera tends to overexpose images sometimes. Charging is slow compared to competitors.,Positive
1537,Smooth display experience because of high refresh rate.,Negative
1538,The display is bright and vibrant.,Negative
1539,"Camera quality is mediocre, especially indoors. Colors on the screen look washed out. Battery heats up during gaming sessions.",Neutral
1540,Build quality feels premium and sturdy. Night mode camera shots look impressive. Sound crackles at high volume.,Negative
1541,Night mode camera shots look impressive.,Neutral
1542,Speakers are loud and clear. The back panel attracts fingerprints easily. Multitasking works flawlessly.,Negative
1543,The back panel attracts fingerprints easily. Colors on the screen look washed out.,Neutral
1544,The back panel attracts fingerprints easily. Battery backup is solid and lasts all day. The display is bright and vibrant.,Positive
1545,Smooth display experience because of high refresh rate.,Positive
1546,Call quality is excellent. The back panel attracts fingerprints easily. Camera tends to overexpose images sometimes.,Positive
1547,Camera tends to overexpose images sometimes. Build quality feels premium and sturdy. Multitasking works flawlessly.,Neutral
1548,Battery heats up during gaming sessions. The display is bright and vibrant.,Positive
1549,The display is bright and vibrant. Battery backup is solid and lasts all day. Phone lags when running heavy apps.,Neutral
1550,Gaming performance is average. Battery heats up during gaming sessions. Camera tends to overexpose images sometimes.,Neutral
1551,Gaming performance is average. Colors on the screen look washed out.,Neutral
1552,Sound crackles at high volume. Camera tends to overexpose images sometimes. Performance is super smooth with no lag.,Negative
1553,Multitasking works flawlessly. Call quality is excellent.,Neutral
1554,Performance is super smooth with no lag. Charging is slow compared to competitors.,Negative
1555,Feels slightly bulky in hand. Smooth display experience because of high refresh rate.,Neutral
1556,Battery drains faster than expected. Multitasking works flawlessly.,Negative
1557,Camera tends to overexpose images sometimes. Battery drains faster than expected.,Negative
1558,Phone design is sleek and comfortable to hold.,Neutral
1559,Audio output is weak and lacks bass.,Negative
1560,Speakers are loud and clear.,Negative
1561,Phone lags when running heavy apps. Build quality feels premium and sturdy. Charging is slow compared to competitors.,Neutral
1562,Audio output is weak and lacks bass.,Positive
1563,Battery heats up during gaming sessions. The display is bright and vibrant. Speakers are loud and clear.,Positive
1564,Display feels dim under sunlight. Performance is super smooth with no lag.,Negative
1565,Battery drains faster than expected.,Neutral
1566,Phone design is sleek and comfortable to hold.,Positive
1567,Colors on the screen look washed out. Battery drains faster than expected. Multitasking works flawlessly.,Neutral
1568,Call quality is excellent. Phone design is sleek and comfortable to hold.,Neutral
1569,The back panel attracts fingerprints easily.,Neutral
1570,Sound crackles at high volume. Smooth display experience because of high refresh rate.,Negative
1571,Colors on the screen look washed out. Battery heats up during gaming sessions. Camera tends to overexpose images sometimes.,Positive
1572,Feels slightly bulky in hand.,Negative
1573,Charging is slow compared to competitors.,Neutral
1574,Colors on the screen look washed out. Phone lags when running heavy apps.,Positive
1575,Performance is super smooth with no lag. Camera tends to overexpose images sometimes.,Negative
1576,Colors on the screen look washed out.,Positive
1577,Camera tends to overexpose images sometimes.,Negative
1578,The display is bright and vibrant.,Neutral
1579,Battery backup is solid and lasts all day.,Negative
1580,Speakers are loud and clear. Phone lags when running heavy apps.,Negative
1581,Gaming performance is average.,Negative
1582,Audio output is weak and lacks bass. Colors on the screen look washed out.,Positive
1583,Camera tends to overexpose images sometimes. Display feels dim under sunlight.,Neutral
1584,Audio output is weak and lacks bass. Multitasking works flawlessly. Phone design is sleek and comfortable to hold.,Positive
1585,Speakers are loud and clear. Camera tends to overexpose images sometimes. Charging is slow compared to competitors.,Positive
1586,Battery backup is solid and lasts all day.,Negative
1587,Phone design is sleek and comfortable to hold.,Positive
1588,The camera performs exceptionally well in daylight.,Negative
1589,Feels slightly bulky in hand. Performance is super smooth with no lag.,Neutral
1590,Multitasking works flawlessly. Phone design is sleek and comfortable to hold. Battery drains faster than expected.,Positive
1591,The camera performs exceptionally well in daylight.,Negative
1592,The camera performs exceptionally well in daylight. Gaming performance is average. Build quality feels premium and sturdy.,Negative
1593,The camera performs exceptionally well in daylight.,Positive
1594,Audio output is weak and lacks bass.,Neutral
1595,"Camera quality is mediocre, especially indoors. Sound crackles at high volume. Phone lags when running heavy apps.",Neutral
1596,The camera performs exceptionally well in daylight.,Positive
1597,Battery backup is solid and lasts all day.,Positive
1598,"Colors on the screen look washed out. Camera quality is mediocre, especially indoors. Gaming performance is average.",Positive
1599,Smooth display experience because of high refresh rate.,Negative
1600,Call quality is excellent. Camera tends to overexpose images sometimes. Gaming performance is average.,Negative
1601,Call quality is excellent.,Neutral
1602,Multitasking works flawlessly. Smooth display experience because of high refresh rate. Night mode camera shots look impressive.,Positive
1603,Call quality is excellent.,Negative
1604,Sound crackles at high volume. Feels slightly bulky in hand.,Neutral
1605,The camera performs exceptionally well in daylight. Gaming performance is average. The back panel attracts fingerprints easily.,Negative
1606,Battery drains faster than expected. The display is bright and vibrant.,Neutral
1607,Colors on the screen look washed out.,Negative
1608,Call quality is excellent. The display is bright and vibrant.,Positive
1609,Speakers are loud and clear. Colors on the screen look washed out.,Positive
1610,Gaming performance is average.,Positive
1611,The back panel attracts fingerprints easily. Night mode camera shots look impressive. The display is bright and vibrant.,Positive
1612,Build quality feels premium and sturdy. Battery drains faster than expected. Display feels dim under sunlight.,Positive
1613,"Audio output is weak and lacks bass. Camera quality is mediocre, especially indoors.",Positive
1614,Colors on the screen look washed out. Feels slightly bulky in hand.,Positive
1615,Colors on the screen look washed out. Camera tends to overexpose images sometimes. Phone lags when running heavy apps.,Neutral
1616,Sound crackles at high volume.,Positive
1617,Build quality feels premium and sturdy. Battery heats up during gaming sessions.,Neutral
1618,The display is bright and vibrant.,Positive
1619,Build quality feels premium and sturdy. Display feels dim under sunlight.,Neutral
1620,Night mode camera shots look impressive.,Negative
1621,Sound crackles at high volume. Battery heats up during gaming sessions.,Neutral
1622,Battery heats up during gaming sessions. Colors on the screen look washed out.,Negative
1623,Battery backup is solid and lasts all day. Feels slightly bulky in hand. Gaming performance is average.,Neutral
1624,Gaming performance is average. Sound crackles at high volume.,Neutral
1625,Build quality feels premium and sturdy. Multitasking works flawlessly. Charging is slow compared to competitors.,Negative
1626,The camera performs exceptionally well in daylight. The display is bright and vibrant. Feels slightly bulky in hand.,Negative
1627,Feels slightly bulky in hand.,Neutral
1628,Display feels dim under sunlight. Call quality is excellent. Camera tends to overexpose images sometimes.,Negative
1629,Phone design is sleek and comfortable to hold. Gaming performance is average.,Neutral
1630,Battery drains faster than expected. Audio output is weak and lacks bass.,Positive
1631,"Camera quality is mediocre, especially indoors. Battery drains faster than expected. Colors on the screen look washed out.",Positive
1632,Phone lags when running heavy apps. Audio output is weak and lacks bass.,Neutral
1633,Phone lags when running heavy apps.,Negative
1634,Build quality feels premium and sturdy. Battery backup is solid and lasts all day.,Positive
1635,Multitasking works flawlessly.,Negative
1636,"Camera quality is mediocre, especially indoors. Sound crackles at high volume. Battery drains faster than expected.",Positive
1637,"Charging is slow compared to competitors. Phone design is sleek and comfortable to hold. Camera quality is mediocre, especially indoors.",Neutral
1638,Night mode camera shots look impressive. Feels slightly bulky in hand. Display feels dim under sunlight.,Negative
1639,Audio output is weak and lacks bass.,Negative
1640,Call quality is excellent.,Positive
1641,The back panel attracts fingerprints easily. Night mode camera shots look impressive.,Positive
1642,Colors on the screen look washed out. Battery heats up during gaming sessions.,Neutral
1643,The display is bright and vibrant. Phone lags when running heavy apps. Call quality is excellent.,Neutral
1644,Charging is slow compared to competitors. Build quality feels premium and sturdy.,Neutral
1645,"Camera quality is mediocre, especially indoors.",Positive
1646,Charging is slow compared to competitors. Gaming performance is average. Speakers are loud and clear.,Positive
1647,Charging is slow compared to competitors.,Positive
1648,Display feels dim under sunlight. The back panel attracts fingerprints easily.,Neutral
1649,Speakers are loud and clear.,Negative
1650,Performance is super smooth with no lag. Display feels dim under sunlight.,Negative
1651,Battery heats up during gaming sessions.,Neutral
1652,Charging is slow compared to competitors. Build quality feels premium and sturdy.,Negative
1653,Build quality feels premium and sturdy.,Positive
1654,Audio output is weak and lacks bass. Gaming performance is average. Display feels dim under sunlight.,Negative
1655,The display is bright and vibrant.,Neutral
1656,"Call quality is excellent. Build quality feels premium and sturdy. Camera quality is mediocre, especially indoors.",Negative
1657,Battery drains faster than expected. The display is bright and vibrant.,Negative
1658,Battery drains faster than expected. Performance is super smooth with no lag.,Negative
1659,Display feels dim under sunlight.,Positive
1660,Speakers are loud and clear.,Positive
1661,Audio output is weak and lacks bass. Night mode camera shots look impressive.,Neutral
1662,The display is bright and vibrant.,Negative
1663,Audio output is weak and lacks bass. Multitasking works flawlessly.,Negative
1664,Night mode camera shots look impressive.,Negative
1665,Audio output is weak and lacks bass.,Neutral
1666,Colors on the screen look washed out. Speakers are loud and clear.,Positive
1667,Camera tends to overexpose images sometimes. Phone lags when running heavy apps.,Negative
1668,Colors on the screen look washed out. Gaming performance is average.,Negative
1669,Speakers are loud and clear. Night mode camera shots look impressive. Charging is slow compared to competitors.,Negative
1670,The camera performs exceptionally well in daylight. Battery heats up during gaming sessions. Feels slightly bulky in hand.,Positive
1671,Feels slightly bulky in hand.,Neutral
1672,Gaming performance is average. Battery drains faster than expected.,Neutral
1673,Phone lags when running heavy apps. Camera tends to overexpose images sometimes.,Neutral
1674,Build quality feels premium and sturdy. Multitasking works flawlessly.,Neutral
1675,Display feels dim under sunlight. Phone lags when running heavy apps. Camera tends to overexpose images sometimes.,Neutral
1676,"Build quality feels premium and sturdy. Display feels dim under sunlight. Camera quality is mediocre, especially indoors.",Positive
1677,"Camera quality is mediocre, especially indoors. Feels slightly bulky in hand. Display feels dim under sunlight.",Negative
1678,Colors on the screen look washed out. The camera performs exceptionally well in daylight.,Neutral
1679,Charging is slow compared to competitors. Feels slightly bulky in hand.,Neutral
1680,Camera tends to overexpose images sometimes. Build quality feels premium and sturdy.,Neutral
1681,"Camera quality is mediocre, especially indoors. Feels slightly bulky in hand. Smooth display experience because of high refresh rate.",Neutral
1682,Audio output is weak and lacks bass. Performance is super smooth with no lag. Phone design is sleek and comfortable to hold.,Negative
1683,Build quality feels premium and sturdy.,Positive
1684,The display is bright and vibrant. Sound crackles at high volume.,Negative
1685,Smooth display experience because of high refresh rate.,Neutral
1686,Audio output is weak and lacks bass. Charging is slow compared to competitors.,Negative
1687,"Battery heats up during gaming sessions. Camera quality is mediocre, especially indoors. Multitasking works flawlessly.",Positive
1688,Charging is slow compared to competitors.,Negative
1689,"Call quality is excellent. Camera quality is mediocre, especially indoors.",Neutral
1690,Smooth display experience because of high refresh rate.,Positive
1691,Night mode camera shots look impressive. Charging is slow compared to competitors.,Negative
1692,Speakers are loud and clear. The camera performs exceptionally well in daylight.,Neutral
1693,Battery backup is solid and lasts all day. The back panel attracts fingerprints easily. Camera tends to overexpose images sometimes.,Negative
1694,Display feels dim under sunlight. Night mode camera shots look impressive.,Positive
1695,The camera performs exceptionally well in daylight.,Negative
1696,Camera tends to overexpose images sometimes.,Negative
1697,The camera performs exceptionally well in daylight. Performance is super smooth with no lag.,Positive
1698,Phone design is sleek and comfortable to hold.,Neutral
1699,Display feels dim under sunlight. Battery heats up during gaming sessions.,Positive
1700,Night mode camera shots look impressive. Phone lags when running heavy apps. Colors on the screen look washed out.,Neutral
1701,Charging is slow compared to competitors. The camera performs exceptionally well in daylight.,Positive
1702,"Camera quality is mediocre, especially indoors. Call quality is excellent. Battery drains faster than expected.",Neutral
1703,"Audio output is weak and lacks bass. Smooth display experience because of high refresh rate. Camera quality is mediocre, especially indoors.",Negative
1704,Call quality is excellent. Performance is super smooth with no lag. The back panel attracts fingerprints easily.,Positive
1705,Display feels dim under sunlight.,Negative
1706,Audio output is weak and lacks bass. Phone lags when running heavy apps. Phone design is sleek and comfortable to hold.,Positive
1707,Charging is slow compared to competitors. Phone design is sleek and comfortable to hold. Call quality is excellent.,Positive
1708,Smooth display experience because of high refresh rate. Charging is slow compared to competitors.,Neutral
1709,"Camera quality is mediocre, especially indoors. The back panel attracts fingerprints easily. Colors on the screen look washed out.",Neutral
1710,The display is bright and vibrant.,Negative
1711,The back panel attracts fingerprints easily. Phone lags when running heavy apps. Sound crackles at high volume.,Negative
1712,Display feels dim under sunlight. Camera tends to overexpose images sometimes.,Negative
1713,"Camera quality is mediocre, especially indoors.",Positive
1714,Colors on the screen look washed out. Feels slightly bulky in hand. Charging is slow compared to competitors.,Positive
1715,Display feels dim under sunlight. Camera tends to overexpose images sometimes.,Negative
1716,Multitasking works flawlessly.,Positive
1717,The display is bright and vibrant.,Neutral
1718,Battery drains faster than expected. Colors on the screen look washed out.,Positive
1719,Battery heats up during gaming sessions.,Positive
1720,Feels slightly bulky in hand. Sound crackles at high volume. The display is bright and vibrant.,Negative
1721,Smooth display experience because of high refresh rate. Gaming performance is average.,Positive
1722,Speakers are loud and clear. Battery backup is solid and lasts all day. Multitasking works flawlessly.,Negative
1723,Night mode camera shots look impressive. Display feels dim under sunlight.,Positive
1724,The camera performs exceptionally well in daylight. Phone lags when running heavy apps. Battery heats up during gaming sessions.,Neutral
1725,Phone design is sleek and comfortable to hold. Performance is super smooth with no lag. Battery heats up during gaming sessions.,Negative
1726,Colors on the screen look washed out. The camera performs exceptionally well in daylight. Performance is super smooth with no lag.,Neutral
1727,Night mode camera shots look impressive. The display is bright and vibrant.,Positive
1728,The back panel attracts fingerprints easily. Night mode camera shots look impressive. Gaming performance is average.,Positive
1729,Build quality feels premium and sturdy.,Neutral
1730,Display feels dim under sunlight.,Negative
1731,Battery drains faster than expected. Multitasking works flawlessly.,Negative
1732,Phone design is sleek and comfortable to hold.,Neutral
1733,Audio output is weak and lacks bass.,Positive
1734,The display is bright and vibrant. Performance is super smooth with no lag.,Positive
1735,Sound crackles at high volume. Colors on the screen look washed out.,Positive
1736,Performance is super smooth with no lag. Call quality is excellent.,Neutral
1737,Call quality is excellent.,Negative
1738,Multitasking works flawlessly. Smooth display experience because of high refresh rate.,Positive
1739,The camera performs exceptionally well in daylight. The display is bright and vibrant. Build quality feels premium and sturdy.,Negative
1740,Sound crackles at high volume. Phone lags when running heavy apps.,Neutral
1741,Battery backup is solid and lasts all day.,Negative
1742,Performance is super smooth with no lag. Charging is slow compared to competitors.,Positive
1743,The display is bright and vibrant. Battery heats up during gaming sessions. Speakers are loud and clear.,Positive
1744,"Camera quality is mediocre, especially indoors. Audio output is weak and lacks bass.",Neutral
1745,Display feels dim under sunlight. Charging is slow compared to competitors. Speakers are loud and clear.,Negative
1746,Charging is slow compared to competitors.,Positive
1747,Call quality is excellent. Multitasking works flawlessly. Camera tends to overexpose images sometimes.,Neutral
1748,Battery backup is solid and lasts all day. The display is bright and vibrant.,Neutral
1749,Performance is super smooth with no lag.,Negative
1750,Battery heats up during gaming sessions. Speakers are loud and clear. Gaming performance is average.,Positive
1751,Battery backup is solid and lasts all day. The camera performs exceptionally well in daylight. Feels slightly bulky in hand.,Positive
1752,The camera performs exceptionally well in daylight.,Neutral
1753,The display is bright and vibrant. Charging is slow compared to competitors.,Positive
1754,Night mode camera shots look impressive. The back panel attracts fingerprints easily. Audio output is weak and lacks bass.,Positive
1755,Audio output is weak and lacks bass. Battery backup is solid and lasts all day.,Negative
1756,Phone lags when running heavy apps.,Negative
1757,Colors on the screen look washed out. The back panel attracts fingerprints easily.,Neutral
1758,"Camera quality is mediocre, especially indoors.",Positive
1759,Call quality is excellent.,Positive
1760,Feels slightly bulky in hand. Phone lags when running heavy apps. The camera performs exceptionally well in daylight.,Negative
1761,The camera performs exceptionally well in daylight. Feels slightly bulky in hand. Battery drains faster than expected.,Neutral
1762,The back panel attracts fingerprints easily.,Positive
1763,"Feels slightly bulky in hand. Phone lags when running heavy apps. Camera quality is mediocre, especially indoors.",Positive
1764,Charging is slow compared to competitors. Colors on the screen look washed out. Build quality feels premium and sturdy.,Neutral
1765,"Feels slightly bulky in hand. Camera quality is mediocre, especially indoors.",Positive
1766,The back panel attracts fingerprints easily. The display is bright and vibrant.,Negative
1767,Colors on the screen look washed out. Speakers are loud and clear. Feels slightly bulky in hand.,Positive
1768,The back panel attracts fingerprints easily. Camera tends to overexpose images sometimes. Speakers are loud and clear.,Positive
1769,"Speakers are loud and clear. Camera quality is mediocre, especially indoors.",Positive
1770,The camera performs exceptionally well in daylight. Display feels dim under sunlight.,Positive
1771,Battery drains faster than expected. Smooth display experience because of high refresh rate.,Neutral
1772,Camera tends to overexpose images sometimes.,Positive
1773,Battery backup is solid and lasts all day.,Positive
1774,Speakers are loud and clear. Multitasking works flawlessly. Smooth display experience because of high refresh rate.,Neutral
1775,"Camera quality is mediocre, especially indoors. Phone lags when running heavy apps.",Positive
1776,Battery heats up during gaming sessions. The back panel attracts fingerprints easily. Display feels dim under sunlight.,Neutral
1777,Phone design is sleek and comfortable to hold. The camera performs exceptionally well in daylight.,Neutral
1778,Battery backup is solid and lasts all day. Audio output is weak and lacks bass.,Neutral
1779,The back panel attracts fingerprints easily.,Neutral
1780,Audio output is weak and lacks bass. The camera performs exceptionally well in daylight.,Neutral
1781,Charging is slow compared to competitors. The camera performs exceptionally well in daylight. Call quality is excellent.,Neutral
1782,Build quality feels premium and sturdy.,Positive
1783,Camera tends to overexpose images sometimes. Battery drains faster than expected. Phone design is sleek and comfortable to hold.,Positive
1784,Battery heats up during gaming sessions.,Neutral
1785,Call quality is excellent. The back panel attracts fingerprints easily. Colors on the screen look washed out.,Neutral
1786,Night mode camera shots look impressive. Display feels dim under sunlight. Battery heats up during gaming sessions.,Positive
1787,Phone lags when running heavy apps.,Positive
1788,Gaming performance is average.,Positive
1789,The back panel attracts fingerprints easily. Charging is slow compared to competitors.,Negative
1790,Multitasking works flawlessly.,Neutral
1791,Build quality feels premium and sturdy.,Neutral
1792,Performance is super smooth with no lag.,Neutral
1793,Camera tends to overexpose images sometimes.,Positive
1794,Gaming performance is average. Battery heats up during gaming sessions. Smooth display experience because of high refresh rate.,Negative
1795,Colors on the screen look washed out. Speakers are loud and clear. Battery backup is solid and lasts all day.,Neutral
1796,Multitasking works flawlessly. Smooth display experience because of high refresh rate.,Negative
1797,Sound crackles at high volume. Camera tends to overexpose images sometimes. Feels slightly bulky in hand.,Positive
1798,Gaming performance is average. Sound crackles at high volume.,Negative
1799,Battery backup is solid and lasts all day. Night mode camera shots look impressive.,Positive
1800,Night mode camera shots look impressive. Feels slightly bulky in hand.,Neutral
1801,Call quality is excellent. Phone design is sleek and comfortable to hold.,Negative
1802,The display is bright and vibrant. Gaming performance is average. Speakers are loud and clear.,Neutral
1803,Charging is slow compared to competitors.,Neutral
1804,Charging is slow compared to competitors. Display feels dim under sunlight. The camera performs exceptionally well in daylight.,Neutral
1805,Phone design is sleek and comfortable to hold. Night mode camera shots look impressive.,Negative
1806,Night mode camera shots look impressive. Battery heats up during gaming sessions. Phone lags when running heavy apps.,Positive
1807,Battery heats up during gaming sessions.,Neutral
1808,Speakers are loud and clear. Multitasking works flawlessly.,Negative
1809,Sound crackles at high volume.,Negative
1810,Smooth display experience because of high refresh rate. Battery heats up during gaming sessions.,Negative
1811,The display is bright and vibrant.,Negative
1812,Phone design is sleek and comfortable to hold.,Negative
1813,Battery backup is solid and lasts all day. The camera performs exceptionally well in daylight.,Neutral
1814,Display feels dim under sunlight. Multitasking works flawlessly. Battery heats up during gaming sessions.,Negative
1815,Colors on the screen look washed out.,Positive
1816,Display feels dim under sunlight.,Negative
1817,Phone lags when running heavy apps.,Neutral
1818,Speakers are loud and clear. Build quality feels premium and sturdy.,Positive
1819,The back panel attracts fingerprints easily. Gaming performance is average.,Positive
1820,Feels slightly bulky in hand. Colors on the screen look washed out.,Negative
1821,Gaming performance is average. Colors on the screen look washed out.,Negative
1822,Phone design is sleek and comfortable to hold. Multitasking works flawlessly. Camera tends to overexpose images sometimes.,Positive
1823,Smooth display experience because of high refresh rate.,Neutral
1824,Call quality is excellent.,Positive
1825,Gaming performance is average.,Negative
1826,Battery drains faster than expected. Gaming performance is average. Speakers are loud and clear.,Neutral
1827,Battery backup is solid and lasts all day. Build quality feels premium and sturdy.,Negative
1828,The display is bright and vibrant.,Positive
1829,Phone design is sleek and comfortable to hold. Audio output is weak and lacks bass.,Negative
1830,"Multitasking works flawlessly. Battery backup is solid and lasts all day. Camera quality is mediocre, especially indoors.",Negative
1831,The display is bright and vibrant.,Negative
1832,Audio output is weak and lacks bass. Feels slightly bulky in hand. The display is bright and vibrant.,Neutral
1833,Camera tends to overexpose images sometimes. Smooth display experience because of high refresh rate.,Negative
1834,The camera performs exceptionally well in daylight. Call quality is excellent.,Neutral
1835,Multitasking works flawlessly. Night mode camera shots look impressive. Battery backup is solid and lasts all day.,Neutral
1836,Battery drains faster than expected.,Neutral
1837,Battery backup is solid and lasts all day.,Positive
1838,Battery backup is solid and lasts all day. Feels slightly bulky in hand.,Positive
1839,Gaming performance is average.,Positive
1840,Camera tends to overexpose images sometimes. Call quality is excellent.,Positive
1841,Multitasking works flawlessly. Night mode camera shots look impressive.,Positive
1842,Smooth display experience because of high refresh rate.,Neutral
1843,The display is bright and vibrant. Battery drains faster than expected. Phone lags when running heavy apps.,Negative
1844,Camera tends to overexpose images sometimes.,Neutral
1845,Charging is slow compared to competitors.,Neutral
1846,Feels slightly bulky in hand. Gaming performance is average. Colors on the screen look washed out.,Positive
1847,Speakers are loud and clear. Performance is super smooth with no lag.,Neutral
1848,Phone design is sleek and comfortable to hold.,Neutral
1849,Speakers are loud and clear. Phone lags when running heavy apps. Camera tends to overexpose images sometimes.,Negative
1850,The camera performs exceptionally well in daylight. Charging is slow compared to competitors. The back panel attracts fingerprints easily.,Negative
1851,Speakers are loud and clear.,Positive
1852,Phone lags when running heavy apps. Call quality is excellent.,Neutral
1853,Gaming performance is average. Feels slightly bulky in hand. Battery backup is solid and lasts all day.,Negative
1854,The camera performs exceptionally well in daylight. Audio output is weak and lacks bass.,Negative
1855,Call quality is excellent. Display feels dim under sunlight. Performance is super smooth with no lag.,Neutral
1856,Battery backup is solid and lasts all day.,Positive
1857,The display is bright and vibrant.,Negative
1858,Phone lags when running heavy apps. Camera tends to overexpose images sometimes.,Neutral
1859,Speakers are loud and clear. Smooth display experience because of high refresh rate. Phone lags when running heavy apps.,Neutral
1860,Charging is slow compared to competitors. Speakers are loud and clear.,Negative
1861,Phone lags when running heavy apps. Charging is slow compared to competitors. Call quality is excellent.,Positive
1862,Call quality is excellent. Feels slightly bulky in hand.,Negative
1863,Performance is super smooth with no lag. Charging is slow compared to competitors. Camera tends to overexpose images sometimes.,Neutral
1864,Night mode camera shots look impressive. Call quality is excellent.,Negative
1865,Feels slightly bulky in hand. Phone lags when running heavy apps. Battery backup is solid and lasts all day.,Negative
1866,Call quality is excellent.,Negative
1867,Battery drains faster than expected. Night mode camera shots look impressive.,Neutral
1868,Call quality is excellent. Phone lags when running heavy apps.,Neutral
1869,Battery backup is solid and lasts all day. Audio output is weak and lacks bass.,Neutral
1870,Feels slightly bulky in hand. Call quality is excellent.,Neutral
1871,The camera performs exceptionally well in daylight.,Neutral
1872,Feels slightly bulky in hand.,Neutral
1873,"Camera quality is mediocre, especially indoors. Smooth display experience because of high refresh rate. Audio output is weak and lacks bass.",Negative
1874,Audio output is weak and lacks bass. Battery drains faster than expected.,Positive
1875,Sound crackles at high volume.,Positive
1876,Sound crackles at high volume. Gaming performance is average.,Positive
1877,Call quality is excellent. Night mode camera shots look impressive.,Neutral
1878,Display feels dim under sunlight. Gaming performance is average.,Neutral
1879,Charging is slow compared to competitors. Phone lags when running heavy apps. Camera tends to overexpose images sometimes.,Positive
1880,Colors on the screen look washed out.,Neutral
1881,Sound crackles at high volume. The camera performs exceptionally well in daylight. Battery drains faster than expected.,Positive
1882,Phone lags when running heavy apps. Sound crackles at high volume. Colors on the screen look washed out.,Negative
1883,Gaming performance is average. Sound crackles at high volume. Display feels dim under sunlight.,Neutral
1884,Battery heats up during gaming sessions. The camera performs exceptionally well in daylight. Call quality is excellent.,Neutral
1885,"Camera quality is mediocre, especially indoors.",Negative
1886,Feels slightly bulky in hand. Charging is slow compared to competitors. Phone lags when running heavy apps.,Positive
1887,The back panel attracts fingerprints easily. Performance is super smooth with no lag. Call quality is excellent.,Positive
1888,Battery backup is solid and lasts all day. Sound crackles at high volume.,Positive
1889,Gaming performance is average. Feels slightly bulky in hand.,Neutral
1890,Call quality is excellent.,Neutral
1891,Audio output is weak and lacks bass. The camera performs exceptionally well in daylight. Battery heats up during gaming sessions.,Positive
1892,The back panel attracts fingerprints easily.,Positive
1893,"Camera quality is mediocre, especially indoors. The display is bright and vibrant.",Negative
1894,Smooth display experience because of high refresh rate. Battery backup is solid and lasts all day.,Positive
1895,Phone design is sleek and comfortable to hold. Colors on the screen look washed out.,Negative
1896,Phone lags when running heavy apps. The display is bright and vibrant.,Positive
1897,Charging is slow compared to competitors.,Neutral
1898,Charging is slow compared to competitors. Call quality is excellent. Feels slightly bulky in hand.,Neutral
1899,Gaming performance is average. Camera tends to overexpose images sometimes.,Positive
1900,Camera tends to overexpose images sometimes. Battery backup is solid and lasts all day.,Positive
1901,Smooth display experience because of high refresh rate. The back panel attracts fingerprints easily. Audio output is weak and lacks bass.,Negative
1902,Feels slightly bulky in hand. Call quality is excellent.,Negative
1903,Sound crackles at high volume. Colors on the screen look washed out. Build quality feels premium and sturdy.,Positive
1904,The display is bright and vibrant. Battery heats up during gaming sessions.,Positive
1905,Sound crackles at high volume. Battery backup is solid and lasts all day.,Negative
1906,Multitasking works flawlessly. The display is bright and vibrant. Charging is slow compared to competitors.,Neutral
1907,Camera tends to overexpose images sometimes.,Positive
1908,"Camera quality is mediocre, especially indoors.",Positive
1909,Charging is slow compared to competitors. Audio output is weak and lacks bass. Display feels dim under sunlight.,Negative
1910,Battery backup is solid and lasts all day. Colors on the screen look washed out.,Negative
1911,Sound crackles at high volume.,Negative
1912,Sound crackles at high volume. Camera tends to overexpose images sometimes. Multitasking works flawlessly.,Negative
1913,Call quality is excellent.,Negative
