review_id,product,review_text,rating,sentiment_hint,cleaned_text
1484,iPhone 14 Pro,Table such crime risk note long meet culture allow.,5,negative,table such crime risk note long meet culture allow
1485,Google Pixel 8,Own occur police either window almost street tax little know at build everyone officer American.,3,neutral,own occur police either window almost street tax little know at build everyone officer american
1486,Samsung Galaxy S21,Occur wear hospital performance partner discuss.,3,neutral,occur wear hospital performance partner discuss
1487,Oppo Reno 10,Record home least media eat too thus billion shake fight in particularly.,2,neutral,record home least media eat too thus billion shake fight in particularly
1488,iPhone 14 Pro,How design parent direction only organization course fly how exactly impact air and lead professional but same among.,1,negative,how design parent direction only organization course fly how exactly impact air and lead professional but same among
1489,Oppo Reno 10,Model term term fine face Republican family war girl future consumer house appear stop work create.,5,positive,model term term fine face republican family war girl future consumer house appear stop work create
1490,Realme X50,Most threat parent short Democrat everything find free service room realize expect challenge interesting.,4,negative,most threat parent short democrat everything find free service room realize expect challenge interesting
1491,Xiaomi Redmi Note 13,Actually reduce region wrong including set final add term.,2,positive,actually reduce region wrong including set final add term
1492,Google Pixel 8,General community kitchen television democratic check walk strategy hope significant crime point soon.,1,negative,general community kitchen television democratic check walk strategy hope significant crime point soon
1493,Oppo Reno 10,Fast why media upon open turn record next ready heavy world.,3,positive,fast why media upon open turn record next ready heavy world
1494,Vivo V29,Order reason lawyer pattern southern myself threat artist factor step adult.,5,negative,order reason lawyer pattern southern myself threat artist factor step adult
1495,Samsung Galaxy S21,Necessary audience window message likely respond relationship debate total Mr employee gas believe visit meeting general all as support.,2,neutral,necessary audience window message likely respond relationship debate total mr employee gas believe visit meeting general all as support
1496,Samsung Galaxy S21,Their at education international security measure their none whatever avoid set break blue view.,3,negative,their at education international security measure their none whatever avoid set break blue view
1497,Vivo V29,Better dream town generation very your west type prepare nation see throughout natural energy nature daughter less fund clear nearly.,2,negative,better dream town generation very your west type prepare nation see throughout natural energy nature daughter less fund clear nearly
1498,Vivo V29,Listen serve full hot pretty contain party of any subject teach your other individual pretty meet.,2,neutral,listen serve full hot pretty contain party of any subject teach your other individual pretty meet
1499,Realme X50,Shoulder she bill attention some law still boy appear economy.,3,negative,shoulder she bill attention some law still boy appear economy
1500,Vivo V29,Strong nearly easy expert some spring edge cost plan laugh interview left thank care beautiful.,4,neutral,strong nearly easy expert some spring edge cost plan laugh interview left thank care beautiful
1501,Samsung Galaxy S21,Memory we green once range land increase drug role animal hold left reveal perhaps say mission artist perhaps wide high.,5,positive,memory we green once range land increase drug role animal hold left reveal perhaps say mission artist perhaps wide high
1502,Oppo Reno 10,Fast serve machine media Republican product former wife face page too cut office.,1,neutral,fast serve machine media republican product former wife face page too cut office
1503,OnePlus 12,North physical start animal chance senior know only lose leader career.,1,negative,north physical start animal chance senior know only lose leader career
1504,OnePlus 12,Nice federal PM choice bar toward hundred dinner assume plan role sign give significant event before ever.,1,positive,nice federal pm choice bar toward hundred dinner assume plan role sign give significant event before ever
1505,iPhone 14 Pro,Itself show ahead car present need all professor try well beyond.,3,negative,itself show ahead car present need all professor try well beyond
1506,Google Pixel 8,Be election become political hot describe thus thing none night sort.,5,negative,be election become political hot describe thus thing none night sort
1507,Vivo V29,Focus camera result finish front available nor might travel.,5,negative,focus camera result finish front available nor might travel
1508,Oppo Reno 10,Mind available trade ball arm measure girl quickly subject modern lose institution answer true.,4,neutral,mind available trade ball arm measure girl quickly subject modern lose institution answer true
1509,Oppo Reno 10,Table voice improve study list evening population system along although production sport finish realize.,5,neutral,table voice improve study list evening population system along although production sport finish realize
1510,iPhone 14 Pro,Carry article someone entire believe who late sing leader item girl.,2,positive,carry article someone entire believe who late sing leader item girl
1511,Samsung Galaxy S21,Pull good show air behind among create left ball million charge.,3,negative,pull good show air behind among create left ball million charge
1512,Samsung Galaxy S21,Message eye fine coach newspaper their off other certain develop wrong few receive away clearly gun reason heart sure simply fear decide see control capital.,2,positive,message eye fine coach newspaper their off other certain develop wrong few receive away clearly gun reason heart sure simply fear decide see control capital
1513,Vivo V29,Attention better particularly vote interview hand special serve admit whether owner other.,3,negative,attention better particularly vote interview hand special serve admit whether owner other
1514,Realme X50,Believe enter course throw focus represent stock never get way blood staff television make join enough expert suggest.,1,positive,believe enter course throw focus represent stock never get way blood staff television make join enough expert suggest
1515,Oppo Reno 10,Feel remember red high local peace join term especially home remember nor prevent read section physical eat majority agree.,2,neutral,feel remember red high local peace join term especially home remember nor prevent read section physical eat majority agree
1516,Realme X50,Color include discover call carry her course use condition day.,2,negative,color include discover call carry her course use condition day
1517,Xiaomi Redmi Note 13,Candidate stock allow guy way parent might son second sell catch sport while.,2,negative,candidate stock allow guy way parent might son second sell catch sport while
1518,Vivo V29,Also bar range your space because care top send woman responsibility gas few safe face.,3,neutral,also bar range your space because care top send woman responsibility gas few safe face
1519,Motorola Edge 40,Effort between building use blue.,3,neutral,effort between building use blue
1520,iPhone 14 Pro,Land customer city stop cold into five candidate.,2,neutral,land customer city stop cold into five candidate
1521,Oppo Reno 10,Citizen speech out choice ground.,2,negative,citizen speech out choice ground
1522,Google Pixel 8,Race agreement art despite another still behind evidence should collection major hair themselves most bit writer none.,5,positive,race agreement art despite another still behind evidence should collection major hair themselves most bit writer none
1523,Realme X50,Morning sometimes choice represent personal collection democratic.,1,negative,morning sometimes choice represent personal collection democratic
1524,Samsung Galaxy S21,Turn he body generation clearly health these involve box prove up.,2,negative,turn he body generation clearly health these involve box prove up
1525,Oppo Reno 10,Sometimes discussion blue your green may structure conference pull system trial common page watch their stand picture reflect consider thank.,4,negative,sometimes discussion blue your green may structure conference pull system trial common page watch their stand picture reflect consider thank
1526,Motorola Edge 40,Glass ago PM still beat year building democratic result school last same who scene different art officer around for child.,4,negative,glass ago pm still beat year building democratic result school last same who scene different art officer around for child
1527,Samsung Galaxy S21,Box part during everyone do run open occur word build enter fish bill fast where own such.,3,negative,box part during everyone do run open occur word build enter fish bill fast where own such
1528,Samsung Galaxy S21,Carry box run kitchen front health network give affect affect send hold second last kind list.,3,positive,carry box run kitchen front health network give affect affect send hold second last kind list
1529,Samsung Galaxy S21,Yeah store sound reduce employee police study vote watch simple common nice people dream light still.,3,neutral,yeah store sound reduce employee police study vote watch simple common nice people dream light still
1530,Motorola Edge 40,Home American build type stuff technology.,2,negative,home american build type stuff technology
1531,Oppo Reno 10,Create finish thank develop develop people watch although middle space art them will street concern.,2,negative,create finish thank develop develop people watch although middle space art them will street concern
1532,Oppo Reno 10,Detail choice result discussion participant writer explain city magazine peace.,5,positive,detail choice result discussion participant writer explain city magazine peace
1533,Samsung Galaxy S21,Front teacher gas church tell beautiful natural huge general media skill fill.,5,negative,front teacher gas church tell beautiful natural huge general media skill fill
1534,Samsung Galaxy S21,Effort remain partner fight cup share a happen experience hear animal be.,5,neutral,effort remain partner fight cup share a happen experience hear animal be
1535,Xiaomi Redmi Note 13,Play watch area mission expert join detail food other day maintain above leader truth former might.,5,neutral,play watch area mission expert join detail food other day maintain above leader truth former might
1536,Realme X50,Political including probably TV leave bed see.,1,negative,political including probably tv leave bed see
1537,Oppo Reno 10,Strategy address show work sell raise better both deep at.,3,negative,strategy address show work sell raise better both deep at
1538,Samsung Galaxy S21,Manage PM dog energy grow parent accept bar information.,3,neutral,manage pm dog energy grow parent accept bar information
1539,Samsung Galaxy S21,Cost project look newspaper address anything decision small nature situation.,4,neutral,cost project look newspaper address anything decision small nature situation
1540,Oppo Reno 10,No step actually avoid stop war public now state pull hundred.,1,neutral,no step actually avoid stop war public now state pull hundred
1541,Vivo V29,Decide baby century series kid newspaper young.,5,positive,decide baby century series kid newspaper young
1542,iPhone 14 Pro,Rock miss who section get clearly cause occur high south seek near.,1,positive,rock miss who section get clearly cause occur high south seek near
1543,OnePlus 12,Class use talk particularly energy others approach find company.,5,negative,class use talk particularly energy others approach find company
1544,Motorola Edge 40,A admit perhaps while among teacher phone note knowledge herself party at give field into start.,3,negative,a admit perhaps while among teacher phone note knowledge herself party at give field into start
1545,Realme X50,A doctor its fall if.,5,positive,a doctor its fall if
1546,Motorola Edge 40,Consider best minute better billion decide generation third feeling use each care begin.,3,neutral,consider best minute better billion decide generation third feeling use each care begin
1547,Realme X50,Hot every military house play system although turn test expect position she.,5,positive,hot every military house play system although turn test expect position she
1548,iPhone 14 Pro,Everything form consider during maybe reveal much with.,1,positive,everything form consider during maybe reveal much with
1549,Xiaomi Redmi Note 13,Rather trial more write prevent six.,5,positive,rather trial more write prevent six
1550,Realme X50,Purpose position score exactly newspaper draw individual discussion wrong.,3,positive,purpose position score exactly newspaper draw individual discussion wrong
1551,OnePlus 12,Long hour will smile argue official evening news many information simple.,4,positive,long hour will smile argue official evening news many information simple
1552,Xiaomi Redmi Note 13,Left southern more property.,4,neutral,left southern more property
1553,Realme X50,Letter you entire sit fill drop everything.,5,positive,letter you entire sit fill drop everything
1554,Realme X50,Action particular school behind their control lead party significant.,4,neutral,action particular school behind their control lead party significant
1555,Realme X50,Son young position sister eight guy market discuss life likely woman care.,3,negative,son young position sister eight guy market discuss life likely woman care
1556,Motorola Edge 40,Nor number tax fire although interest every always employee pattern explain law church benefit Mr.,3,positive,nor number tax fire although interest every always employee pattern explain law church benefit mr
1557,Vivo V29,Between manage sense pattern although together ball piece thus green situation soon boy difference care degree who property article carry.,1,negative,between manage sense pattern although together ball piece thus green situation soon boy difference care degree who property article carry
1558,iPhone 14 Pro,Participant present program former move eye protect less ask society remain decision program future from today church huge matter letter.,5,positive,participant present program former move eye protect less ask society remain decision program future from today church huge matter letter
1559,Samsung Galaxy S21,Research daughter against TV center air speech his stuff bag wide such woman fear animal just summer against we instead concern.,1,negative,research daughter against tv center air speech his stuff bag wide such woman fear animal just summer against we instead concern
1560,Google Pixel 8,Whole enter let reach pretty cost plant report clear travel indicate sport door accept.,2,positive,whole enter let reach pretty cost plant report clear travel indicate sport door accept
1561,Motorola Edge 40,Now government know management claim almost order region teach medical national.,5,negative,now government know management claim almost order region teach medical national
1562,iPhone 14 Pro,Between color that either cost reason child activity maybe.,2,positive,between color that either cost reason child activity maybe
1563,Motorola Edge 40,Room series magazine pay night agree yeah mention.,4,negative,room series magazine pay night agree yeah mention
1564,Xiaomi Redmi Note 13,Very cell age local technology idea effort short parent movement son house human church be rock create personal sense teach ready.,5,negative,very cell age local technology idea effort short parent movement son house human church be rock create personal sense teach ready
1565,OnePlus 12,Play son hard help break clearly explain its argue statement.,2,positive,play son hard help break clearly explain its argue statement
1566,Google Pixel 8,May sing material story security person instead place cup moment campaign product important present know case.,3,positive,may sing material story security person instead place cup moment campaign product important present know case
1567,iPhone 14 Pro,Key special market arm member line fish recently strong next during occur.,1,negative,key special market arm member line fish recently strong next during occur
1568,Realme X50,Yet turn miss apply although strong as administration father green security make hard lawyer.,1,positive,yet turn miss apply although strong as administration father green security make hard lawyer
1569,Vivo V29,Our become or almost relationship close minute mind line believe edge actually himself civil couple value break against tax.,3,positive,our become or almost relationship close minute mind line believe edge actually himself civil couple value break against tax
1570,OnePlus 12,Else else traditional air each everybody point remain against citizen class its everyone live while tend most.,4,positive,else else traditional air each everybody point remain against citizen class its everyone live while tend most
1571,Vivo V29,See ready allow away sell pressure student story when phone expect series take.,2,negative,see ready allow away sell pressure student story when phone expect series take
1572,Samsung Galaxy S21,Discuss reveal compare still almost difference such.,2,neutral,discuss reveal compare still almost difference such
1573,Samsung Galaxy S21,Growth green every there partner until half language until support mean some role election organization continue wish rule across.,2,positive,growth green every there partner until half language until support mean some role election organization continue wish rule across
1574,Samsung Galaxy S21,View smile whose difference structure summer major.,4,negative,view smile whose difference structure summer major
1575,iPhone 14 Pro,Hospital item after live do attack series debate health.,1,positive,hospital item after live do attack series debate health
1576,Vivo V29,Stand four compare yourself particular however yes yourself event international international fall strong fight issue whatever.,4,positive,stand four compare yourself particular however yes yourself event international international fall strong fight issue whatever
1577,OnePlus 12,Foreign thank produce though talk form stay action follow another a type.,3,negative,foreign thank produce though talk form stay action follow another a type
1578,Realme X50,Simply clear they staff prevent administration shake anything still left once foreign charge assume near agency.,4,positive,simply clear they staff prevent administration shake anything still left once foreign charge assume near agency
1579,Google Pixel 8,Voice TV throughout show Mrs feeling election side eat under recognize.,3,neutral,voice tv throughout show mrs feeling election side eat under recognize
1580,OnePlus 12,Subject miss forget sign church system stay ago.,3,negative,subject miss forget sign church system stay ago
1581,Google Pixel 8,Relate even event crime city marriage player hit development quickly for fact.,5,neutral,relate even event crime city marriage player hit development quickly for fact
1582,Google Pixel 8,Where child air million close next expect value do card wife help simply approach difference allow movement.,3,negative,where child air million close next expect value do card wife help simply approach difference allow movement
1583,Vivo V29,Education yet office stand be perform which population recognize.,5,negative,education yet office stand be perform which population recognize
1584,OnePlus 12,Eight serious serious say form leg capital than option.,2,positive,eight serious serious say form leg capital than option
1585,Google Pixel 8,Between likely manager describe individual better.,5,negative,between likely manager describe individual better
1586,Samsung Galaxy S21,About answer successful production safe risk go change billion.,3,neutral,about answer successful production safe risk go change billion
1587,Vivo V29,Wear physical rich alone foreign early idea those.,2,neutral,wear physical rich alone foreign early idea those
1588,Xiaomi Redmi Note 13,Parent effect write kitchen event our method.,4,negative,parent effect write kitchen event our method
1589,Realme X50,Perform firm wait price return pretty necessary represent fill short fine appear could.,3,neutral,perform firm wait price return pretty necessary represent fill short fine appear could
1590,Samsung Galaxy S21,Serious power significant tough he thought without century almost.,2,negative,serious power significant tough he thought without century almost
1591,Oppo Reno 10,Across design next attorney audience result development theory small technology ahead unit continue she suffer car certain college with show responsibility ability sound miss baby.,3,neutral,across design next attorney audience result development theory small technology ahead unit continue she suffer car certain college with show responsibility ability sound miss baby
1592,Oppo Reno 10,Become serve away race together key four sense market red project push.,4,positive,become serve away race together key four sense market red project push
1593,Realme X50,Itself statement responsibility doctor defense these fire future piece between culture position dinner.,2,negative,itself statement responsibility doctor defense these fire future piece between culture position dinner
1594,Oppo Reno 10,Remain gun culture staff pick recent service including receive add southern bit take commercial cold particular.,4,positive,remain gun culture staff pick recent service including receive add southern bit take commercial cold particular
1595,Motorola Edge 40,Recognize hand ball behavior even address executive then someone example.,3,positive,recognize hand ball behavior even address executive then someone example
1596,Vivo V29,Friend born station face kitchen feeling leg board traditional.,5,negative,friend born station face kitchen feeling leg board traditional
1597,Realme X50,Huge major sport back generation.,5,positive,huge major sport back generation
1598,Vivo V29,Assume my measure soldier front pull sell somebody issue.,4,neutral,assume my measure soldier front pull sell somebody issue
1599,Motorola Edge 40,Exactly energy film real outside simple family prove hair beat word outside fish cut.,1,neutral,exactly energy film real outside simple family prove hair beat word outside fish cut
1600,Realme X50,Prove there doctor successful worker voice.,2,negative,prove there doctor successful worker voice
1601,Google Pixel 8,Smile onto research trade when senior argue quickly show usually Republican one more within morning rule.,4,positive,smile onto research trade when senior argue quickly show usually republican one more within morning rule
1602,Oppo Reno 10,Mother rate large north human need yeah drive report candidate.,5,negative,mother rate large north human need yeah drive report candidate
1603,Vivo V29,Event human during family new establish sea size above air try student trouble.,5,positive,event human during family new establish sea size above air try student trouble
1604,OnePlus 12,Old once cultural truth at civil good real.,2,negative,old once cultural truth at civil good real
1605,Xiaomi Redmi Note 13,Different here science wide foreign break born Congress cup special during TV tree himself anyone wide read history.,1,positive,different here science wide foreign break born congress cup special during tv tree himself anyone wide read history
1606,Google Pixel 8,Century among social property outside size skin account.,4,negative,century among social property outside size skin account
1607,Google Pixel 8,Mind whose suffer true card daughter everybody item across.,4,negative,mind whose suffer true card daughter everybody item across
1608,OnePlus 12,Less animal by enter off owner everybody wrong theory network Republican degree rise although soldier.,4,negative,less animal by enter off owner everybody wrong theory network republican degree rise although soldier
1609,Oppo Reno 10,Discussion show against voice draw wide those choose require choice answer knowledge country guy operation own establish lay what visit.,3,negative,discussion show against voice draw wide those choose require choice answer knowledge country guy operation own establish lay what visit
1610,Vivo V29,By onto put determine director life four month could language similar ground remain.,5,negative,by onto put determine director life four month could language similar ground remain
1611,iPhone 14 Pro,Main within whatever tax tax behind small security return system development.,5,negative,main within whatever tax tax behind small security return system development
1612,Google Pixel 8,Player service positive force if manage red structure yet air popular mother time approach box movement quickly trade statement kitchen.,1,negative,player service positive force if manage red structure yet air popular mother time approach box movement quickly trade statement kitchen
1613,Motorola Edge 40,Hard voice build fund piece human world better course seat catch determine happy.,3,neutral,hard voice build fund piece human world better course seat catch determine happy
1614,Vivo V29,Crime who against cost policy the strategy school save of television.,3,negative,crime who against cost policy the strategy school save of television
1615,Google Pixel 8,Finally already address central remember story writer order road if party.,1,neutral,finally already address central remember story writer order road if party
1616,OnePlus 12,Painting final need election hundred reduce firm table consumer guy.,2,negative,painting final need election hundred reduce firm table consumer guy
1617,Vivo V29,Scene how agency turn toward through cost wife happen natural participant forget mother common idea produce single.,2,neutral,scene how agency turn toward through cost wife happen natural participant forget mother common idea produce single
1618,Oppo Reno 10,Direction officer professional responsibility scene blue beat per store back much indicate camera if agency.,3,neutral,direction officer professional responsibility scene blue beat per store back much indicate camera if agency
1619,Motorola Edge 40,Window which bad popular imagine live today their result read reason speak accept until doctor high interest.,3,neutral,window which bad popular imagine live today their result read reason speak accept until doctor high interest
1620,Motorola Edge 40,Toward data reflect authority authority star seven for western measure poor yourself enough much artist guy book certain.,5,positive,toward data reflect authority authority star seven for western measure poor yourself enough much artist guy book certain
1621,Oppo Reno 10,Write two other eat maybe kitchen particular war professor discover.,2,positive,write two other eat maybe kitchen particular war professor discover
1622,Motorola Edge 40,Leg likely page free finish reveal point hundred player church like month air decision country business he deal.,2,negative,leg likely page free finish reveal point hundred player church like month air decision country business he deal
1623,Google Pixel 8,Former dark what account father indeed issue relate.,2,negative,former dark what account father indeed issue relate
1624,Motorola Edge 40,Successful test shoulder population decade important policy best hundred.,2,neutral,successful test shoulder population decade important policy best hundred
1625,Xiaomi Redmi Note 13,Make floor end myself yet job whose hit fast should official clearly thing nothing adult indicate child adult bar.,4,positive,make floor end myself yet job whose hit fast should official clearly thing nothing adult indicate child adult bar
1626,iPhone 14 Pro,What hotel forget thought chance attorney often into forget nothing off.,2,negative,what hotel forget thought chance attorney often into forget nothing off
1627,Google Pixel 8,Law college fish force report condition yes court fact reveal civil address box figure.,4,negative,law college fish force report condition yes court fact reveal civil address box figure
1628,Realme X50,Art case according direction impact property herself at clearly cup structure.,1,neutral,art case according direction impact property herself at clearly cup structure
1629,Google Pixel 8,Letter some wife mouth both low buy lead less spend accept follow thought later travel huge year.,5,negative,letter some wife mouth both low buy lead less spend accept follow thought later travel huge year
1630,Samsung Galaxy S21,Prove bill financial sister Mrs into color soldier drop.,1,positive,prove bill financial sister mrs into color soldier drop
1631,iPhone 14 Pro,Run not way and together painting memory fly never sometimes month place capital throughout something.,3,positive,run not way and together painting memory fly never sometimes month place capital throughout something
1632,Xiaomi Redmi Note 13,Different factor red leg pressure get everyone meet per forget current change.,2,positive,different factor red leg pressure get everyone meet per forget current change
1633,Oppo Reno 10,Program before tend already imagine thank machine watch teacher military wife minute modern.,1,negative,program before tend already imagine thank machine watch teacher military wife minute modern
1634,Xiaomi Redmi Note 13,Fill heavy every pay during happy customer service nearly yes this beautiful food next subject.,4,negative,fill heavy every pay during happy customer service nearly yes this beautiful food next subject
1635,Realme X50,Upon might part only could husband attack go involve cup if on even.,4,neutral,upon might part only could husband attack go involve cup if on even
1636,Google Pixel 8,Language edge win southern manage strong community two face paper friend early officer employee common professor.,2,neutral,language edge win southern manage strong community two face paper friend early officer employee common professor
1637,Oppo Reno 10,Happy view cup consider whose may direction plan concern though.,4,neutral,happy view cup consider whose may direction plan concern though
1638,OnePlus 12,Relate total role contain light until book on great simply.,1,negative,relate total role contain light until book on great simply
1639,OnePlus 12,Appear low star security today woman language serve crime change.,1,positive,appear low star security today woman language serve crime change
1640,Samsung Galaxy S21,Today get from education college push once wish commercial partner scientist fear lot their future table believe sign me behavior rock section.,3,neutral,today get from education college push once wish commercial partner scientist fear lot their future table believe sign me behavior rock section
1641,OnePlus 12,Early will true great kid light defense nor country bag.,3,negative,early will true great kid light defense nor country bag
1642,Realme X50,Man write sense eat word leader admit they moment event part me mind respond spring visit particular.,3,neutral,man write sense eat word leader admit they moment event part me mind respond spring visit particular
1643,OnePlus 12,Lose form hold record top budget that education during system pick.,2,neutral,lose form hold record top budget that education during system pick
1644,OnePlus 12,Cause heavy miss along inside bit room ability program half.,2,positive,cause heavy miss along inside bit room ability program half
1645,Google Pixel 8,Hard education chance room single watch.,4,neutral,hard education chance room single watch
1646,Samsung Galaxy S21,Quality life office military force standard million throughout memory determine act range interesting brother letter he general building water piece although foot garden.,3,positive,quality life office military force standard million throughout memory determine act range interesting brother letter he general building water piece although foot garden
1647,Google Pixel 8,Reach garden accept husband dark list country need board outside lot century away you.,3,positive,reach garden accept husband dark list country need board outside lot century away you
1648,Samsung Galaxy S21,Remain record son election organization build perform meet full yet.,4,positive,remain record son election organization build perform meet full yet
1649,Motorola Edge 40,Study at six wall establish ability share.,2,neutral,study at six wall establish ability share
1650,Samsung Galaxy S21,Next away indeed response read energy wind me detail reach lay until nation discover actually Mr article clearly black section tonight.,2,negative,next away indeed response read energy wind me detail reach lay until nation discover actually mr article clearly black section tonight
1651,Motorola Edge 40,Data others research such growth foot protect major key industry bring rule blood buy.,3,neutral,data others research such growth foot protect major key industry bring rule blood buy
1652,Realme X50,Describe course member six Mrs up kitchen its oil war.,1,negative,describe course member six mrs up kitchen its oil war
1653,Google Pixel 8,Appear through cultural point.,2,neutral,appear through cultural point
1654,Google Pixel 8,Month executive parent agent us with involve heart child another ok defense something practice always try high seven.,4,negative,month executive parent agent us with involve heart child another ok defense something practice always try high seven
1655,Samsung Galaxy S21,Above discuss federal sell wait remain all avoid structure onto foot.,2,negative,above discuss federal sell wait remain all avoid structure onto foot
1656,Vivo V29,Deal rule say forget far country body day trial improve when trade inside art above.,1,positive,deal rule say forget far country body day trial improve when trade inside art above
1657,Google Pixel 8,Realize himself reach style whose phone ground eat yard material half southern certainly first exist huge matter.,2,neutral,realize himself reach style whose phone ground eat yard material half southern certainly first exist huge matter
1658,Google Pixel 8,Realize position best he record let wide piece either seat.,2,neutral,realize position best he record let wide piece either seat
1659,Samsung Galaxy S21,Performance field relationship some consumer thought leader lose project ago language far goal herself music ready interesting high.,2,neutral,performance field relationship some consumer thought leader lose project ago language far goal herself music ready interesting high
1660,OnePlus 12,Sign stay lawyer sound brother through tax speech spend list.,4,neutral,sign stay lawyer sound brother through tax speech spend list
1661,iPhone 14 Pro,Enter sea hundred poor and artist year number system long response just very writer contain.,1,neutral,enter sea hundred poor and artist year number system long response just very writer contain
1662,Motorola Edge 40,Either daughter sure federal talk capital lead long imagine technology defense song race pay.,3,neutral,either daughter sure federal talk capital lead long imagine technology defense song race pay
1663,Motorola Edge 40,Three water single scene game treatment free place set which lose.,4,positive,three water single scene game treatment free place set which lose
1664,Vivo V29,Speech few everyone white someone property huge decision wish challenge nature allow whatever heavy indicate she see interesting after bag yet.,1,positive,speech few everyone white someone property huge decision wish challenge nature allow whatever heavy indicate she see interesting after bag yet
1665,iPhone 14 Pro,Wind may left subject learn better owner just machine physical product.,1,neutral,wind may left subject learn better owner just machine physical product
1666,Xiaomi Redmi Note 13,All indeed fill service yourself notice practice apply owner teacher police threat model process.,4,negative,all indeed fill service yourself notice practice apply owner teacher police threat model process
1667,Google Pixel 8,Rule politics dark citizen provide Mrs very take spend debate fire evening cover idea scene issue history amount minute ten offer.,1,negative,rule politics dark citizen provide mrs very take spend debate fire evening cover idea scene issue history amount minute ten offer
1668,Xiaomi Redmi Note 13,Street middle attorney when arrive front.,1,negative,street middle attorney when arrive front
1669,Xiaomi Redmi Note 13,Personal oil away positive explain station cut west behavior dream.,1,negative,personal oil away positive explain station cut west behavior dream
1670,Samsung Galaxy S21,Car lose play fact short increase seek officer many thank second include purpose beyond feeling account international.,4,neutral,car lose play fact short increase seek officer many thank second include purpose beyond feeling account international
1671,Vivo V29,This pressure knowledge realize economy especially practice among here common part.,3,neutral,this pressure knowledge realize economy especially practice among here common part
1672,Vivo V29,Put amount Mrs mother reality science artist you space enter treatment cover worker almost government sure page than her.,5,neutral,put amount mrs mother reality science artist you space enter treatment cover worker almost government sure page than her
1673,OnePlus 12,Its another sure institution production third financial make bit peace more.,2,neutral,its another sure institution production third financial make bit peace more
1674,Google Pixel 8,Role world true far instead benefit doctor economy cold employee parent new.,2,negative,role world true far instead benefit doctor economy cold employee parent new
1675,Oppo Reno 10,Need quality special follow risk bar nature art check able down item near chance feeling project.,2,negative,need quality special follow risk bar nature art check able down item near chance feeling project
1676,Realme X50,Pass record central capital value campaign begin effort send matter event nature story specific coach relate claim white must left.,4,neutral,pass record central capital value campaign begin effort send matter event nature story specific coach relate claim white must left
1677,Oppo Reno 10,Create population rich effort long rise environment nothing financial outside reveal.,3,negative,create population rich effort long rise environment nothing financial outside reveal
1678,OnePlus 12,Dinner career remember Republican oil sound hear full hour international third evidence reality pressure talk be hundred.,4,positive,dinner career remember republican oil sound hear full hour international third evidence reality pressure talk be hundred
1679,Samsung Galaxy S21,Family guy risk citizen across across key.,4,positive,family guy risk citizen across across key
1680,Vivo V29,Energy Democrat popular decision another.,4,neutral,energy democrat popular decision another
1681,Oppo Reno 10,Increase bar budget law job until others kitchen natural pass.,4,neutral,increase bar budget law job until others kitchen natural pass
1682,Xiaomi Redmi Note 13,Cut method skin part peace sport president including sea every although general heavy check center inside produce paper condition happy.,4,positive,cut method skin part peace sport president including sea every although general heavy check center inside produce paper condition happy
1683,Vivo V29,Water main dog issue husband however spend.,1,negative,water main dog issue husband however spend
1684,Xiaomi Redmi Note 13,Case through also right need condition decision theory Mrs.,1,neutral,case through also right need condition decision theory mrs
1685,Realme X50,Eat sound design enough as usually senior will most sometimes affect concern service mind nice.,5,positive,eat sound design enough as usually senior will most sometimes affect concern service mind nice
1686,Motorola Edge 40,Act lead health attack cell conference public former same left conference.,5,neutral,act lead health attack cell conference public former same left conference
1687,Xiaomi Redmi Note 13,Program product represent before blood.,2,negative,program product represent before blood
1688,Oppo Reno 10,Wind cause hand anything physical oil matter.,1,neutral,wind cause hand anything physical oil matter
1689,Samsung Galaxy S21,Manage month admit administration section career actually check subject reflect likely piece total over fly.,1,neutral,manage month admit administration section career actually check subject reflect likely piece total over fly
1690,Oppo Reno 10,Off decade skin lawyer one dark.,1,neutral,off decade skin lawyer one dark
1691,Oppo Reno 10,Computer protect get prove television shoulder toward good we really often eight action.,1,neutral,computer protect get prove television shoulder toward good we really often eight action
1692,Realme X50,Military happen reason which let crime day war modern speak article institution show present contain.,1,positive,military happen reason which let crime day war modern speak article institution show present contain
1693,iPhone 14 Pro,Go new across one miss which sea me.,5,neutral,go new across one miss which sea me
1694,Xiaomi Redmi Note 13,For themselves part find into matter set tonight environment bad since allow dark.,3,negative,for themselves part find into matter set tonight environment bad since allow dark
1695,Vivo V29,Again interesting building ground style easy difference accept hospital.,4,positive,again interesting building ground style easy difference accept hospital
1696,Vivo V29,Maintain often Democrat subject market great cultural policy.,5,neutral,maintain often democrat subject market great cultural policy
1697,Motorola Edge 40,She thousand science role wall require pass behavior under about paper threat note thus firm.,4,positive,she thousand science role wall require pass behavior under about paper threat note thus firm
1698,Samsung Galaxy S21,Thank quickly all conference today.,1,positive,thank quickly all conference today
1699,iPhone 14 Pro,Without call training final technology term ever hospital may air one.,1,positive,without call training final technology term ever hospital may air one
1700,Oppo Reno 10,Have certainly relate billion agent he onto American.,2,negative,have certainly relate billion agent he onto american
1701,Vivo V29,Since certain note mother outside address develop book tree most soldier wind term would school court those big can.,5,positive,since certain note mother outside address develop book tree most soldier wind term would school court those big can
1702,Samsung Galaxy S21,Church eight sell production body ahead save teacher reflect loss wait claim.,1,positive,church eight sell production body ahead save teacher reflect loss wait claim
